dummy,index,donki_date,cdaw_date,donki_speed,donki_ha,longitude,latitude,Accel,2nd_order_speed_final,2nd_order_speed_initial,2nd_order_speed_20R,Central_PA,MPA,sunspots,halo,Double_CME_100_MeV,target,100MeV_peak_intensity,threshold_time,peak_time,solar_wind_speed,100MeV_peak_intensity_ln,connection_angle_degrees,expected_richardson,expected_richardson_ln,Type_2_Area,richardson_formula_degrees_phi_2_solar_wind,diffusive_shock,V log V,CMEs_past_month,CMEs_past_9_hours,CMEs_over_1000_past_9_hrs,Max_speed_past_day,connection_angle_degrees_phi_2_solar_wind_sq_div,trained_richardson_ln,donki_speed_unnormalized
0,287,3/7/2012 0:36,3/7/2012 0:24,2200,50,-60,30,-88.2,2379,2982,2594,360,57,106,1,1,1,56.311,218,904,391.5,4.030889898,-114.4426017,1.036158836,0.035520449,40244400,0.000376543,6.62E-13,16931.66781,19,0,0,605,-3.541673629,8839.323549995263,2200.0
0,869,1/7/2014 18:24,1/7/2014 18:24,2061,49,30,-24,-60.8,1569,2085,1714,360,231,140,1,0,1,3.8035,115,250,381.8,1.335921695,-37.72799402,14.75944035,2.691882902,22122780,0.008846644,5.82E-13,15727.3809,45,0,0,0,-0.384911177,8283.717743048235,2061.0
0,615,5/22/2013 13:24,5/22/2013 13:25,1200,60,80,10,-13.2,1394,1532,1438,360,287,131,1,1,1,3.4067,71,305,449.3,1.225744081,30.52375553,0.759759893,-0.274752826,38832500,0.010104718,1.69E-14,8508.092203,23,1,0,650,-0.251946904,4822.738676721118,1200.0
0,352,5/17/2012 1:48,5/17/2012 1:48,1500,45,75,-10,-51.8,1323,1831,1473,360,261,110,1,0,1,14.992,17,56,360.5,2.707516725,15.13896599,2.705313484,0.995217796,4396000,0.012218767,1.59E-13,10969.83058,31,0,0,410,-0.061976282,6028.891027343187,1500.0
0,868,1/6/2014 8:09,1/6/2014 8:00,1275,45,102,-3,-7.1,1360,1441,1385,360,274,167,1,0,1,2.8889,30,100,376.2,1.060875807,41.16772936,0.809690808,-0.211102823,12152160,0.008220676,3.73E-14,9117.144358,45,0,0,296,-0.458296901,5124.022921724092,1275.0
0,587,4/11/2013 7:36,4/11/2013 7:24,1000,58,-25,-7,-8.1,792,929,819,360,85,126,1,1,1,1.7667,138,389,419.8,0.5691134,-79.67335842,0.085489021,-2.459367317,4606000,0.002335878,3.53E-16,6907.755279,10,0,0,0,-1.716561396,4017.2991422294285,1000.0
0,108,8/4/2011 4:10,8/4/2011 4:12,1950,60,40,14,-41.1,1074,1539,1208,360,298,92,1,0,1,1.5055,159,280,344.7,0.409125069,-29.72332974,11.45341058,2.438287553,28532700,0.01023735,5.08E-13,14772.39007,10,0,0,1320,-0.238906525,7837.657667099923,1950.0
0,2285,9/6/2017 12:24,9/6/2017 9:48,1238,44,23,-15,-13.8,315,,0,245,246,100,0,0,2,0.975,21,57,434.8,-0.025317808,-32.97190074,0.835280119,-0.179988138,0,0.009688767,2.60E-14,8816.110537,12,0,0,0,-0.293982217,4975.451876208313,1238.0
0,421,7/19/2012 5:36,7/19/2012 4:24,1200,50,100,-20,13.1,472,,698,208,203,38,0,0,2,0.749,89,239,408.7,-0.289016295,47.40256772,0.532361456,-0.630432592,0,0.007080345,1.69E-14,8508.092203,44,0,0,0,-0.60762667,4822.382996955084,1200.0
0,419,7/12/2012 16:54,7/12/2012 16:48,1400,70,-6,-17,195.6,1092,,2265,360,158,125,1,0,2,0.22,46,70,419,-1.514127733,-62.09476066,0.707889953,-0.345466631,13406250,0.004582701,9.47E-14,10141.91852,48,0,0,440,-1.042660709,5625.922882916421,1400.0
0,860,12/28/2013 18:00,12/28/2013 17:36,769,65,101,-1,-26.7,989,1246,967,360,284,100,1,0,2,0.25,85,190,336.5,-1.386294361,32.90365934,0.154560064,-1.867172497,527000,0.009700552,7.97E-24,5110.074956,52,0,0,725,-0.292766576,3090.1319044493202,769.0
0,410,7/6/2012 23:12,7/6/2012 23:24,1200,40,65,-35,-56.1,1612,2040,1730,360,233,132,1,0,2,0.314,143,333,483,-1.158362293,38.64507996,0.652687224,-0.426657248,4239000,0.008680664,1.69E-14,8508.092203,43,0,0,1000,-0.403851326,4822.586772298873,1200.0
0,141,9/22/2011 11:24,9/22/2011 10:48,1905,70,-90,10,-68.3,1563,2211,1809,360,72,109,1,0,2,0.164,1027,1035,391.2,-1.807888851,-147.188799,0.035321818,-3.343254424,10795750,3.71E-05,4.75E-13,14387.01203,22,0,0,1500,-5.858448503,7651.14376812582,1905.0
0,59,3/21/2011 2:54,3/21/2011 2:24,1000,70,130,20,8,1389,1294,1367,360,274,24,1,0,2,0.205,111,416,351,-1.5847453,66.3262414,0.144798248,-1.932413898,0,0.003956427,3.53E-16,6907.755279,9,0,0,0,-1.189607977,4017.826095648485,1000.0
0,779,11/2/2013 4:48,11/2/2013 4:48,1078,75,145,5,-26.4,585,1050,708,360,239,101,1,0,2,0.202,361,397,328.7,-1.599487582,75.33122899,0.135801158,-1.996563537,0,0.002802163,2.47E-15,7527.526046,53,0,0,0,-1.534557615,4331.03136481006,1078.0
